lv_id,feature_idx,z_draw
LV57,217,0.2638230222808688
LV57,217,0.4928335551672075
LV57,217,-0.5176037554872821
LV57,217,-0.5433348967095287
LV57,217,0.7670076877460341
LV57,217,-0.8285542400205633
LV57,217,0.23491034256603108
LV57,217,0.4498689578577931
LV57,217,-0.010275756909164288
LV57,217,0.8855558896684776
LV57,217,0.8622152786227828
LV57,217,-1.1508151615622748
LV57,217,-0.46720936552877684
LV57,217,-1.0714118131325328
LV57,217,-0.34241157640046693
LV57,217,0.846675122405609
LV57,217,0.12172583825323571
LV57,217,0.006511610058399772
LV57,217,-0.47028226863313144
LV57,217,0.23197983493332572
LV57,217,-1.3305752491030007
LV57,217,0.9242046758788769
LV57,217,0.16542944305303997
LV57,217,0.09417058603169394
LV57,217,-0.5597903998506049
LV57,217,0.46260540902135444
LV57,217,1.7056080643081928
LV57,217,0.06704152728146975
LV57,217,1.6296021276712944
LV57,217,0.5088681973120146
LV57,217,-1.2056301365605824
LV57,217,0.11334844640012001
LV57,217,0.24278784246508486
LV57,217,-1.3637535411000143
LV57,217,0.36167070316645605
LV57,217,-0.6071483681892276
LV57,217,-1.2931633396741036
LV57,217,-1.1508151615622748
LV57,217,-0.47028226863313144
LV57,217,-1.9097124161275052
LV57,217,-1.9097124161275052
LV57,217,0.4998478560707681
LV57,217,-1.374513115048054
LV57,217,-1.3141197459619247
LV57,217,0.08442701407106416
LV57,217,-0.5475297157884704
LV57,217,0.9741852657735918
LV57,217,0.704110556133867
LV57,217,0.7839279252815394
LV57,217,2.56844952654313
LV57,217,-1.9097124161275052
LV57,217,-0.7185270757963441
LV57,217,-0.5787718780344737
LV57,217,2.4482737061330186
LV57,217,-0.4400078954449585
LV57,217,-0.6867239371752023
LV57,217,1.5517818991443297
LV57,217,0.17437012814976338
LV57,217,-0.4905307428886058
LV57,217,-1.27715907424923
LV57,217,-0.6263305680890728
LV57,217,0.5834495172700009
LV57,217,1.2699833201892843
LV57,217,1.2546541093299048
LV57,217,0.03777719841892796
LV57,217,-0.0016390228902248656
LV57,217,-0.605355075218146
LV57,217,-0.5176037554872821
LV57,217,0.7038570980784419
LV57,217,-0.6100374663950018
LV57,217,0.14444957387500396
LV57,217,-0.6268095714512192
LV57,217,0.9336703707259264
LV57,217,-1.9097124161275052
LV57,217,1.6139368237810774
LV57,217,0.7231124448256816
LV57,217,-0.7681608709344339
LV57,217,1.611420079436473
LV57,217,0.2347451461665869
LV57,217,-0.007664793246799693
LV57,217,-0.5278925270520436
LV57,217,-0.7185270757963441
LV57,217,-1.1720624635579329
LV57,217,-0.5906928650481518
LV57,217,-0.6555022222128346
LV57,217,2.025423880549404
LV57,217,1.6193956968764254
LV57,217,-1.3141197459619247
LV57,217,2.317685915596673
LV57,217,-1.2931633396741036
LV57,217,0.03777719841892796
LV57,217,-0.5929686918476188
LV57,217,0.38104347469183997
LV57,217,1.3147020075842488
LV57,217,-1.9097124161275052
LV57,217,-0.011720158909291394
LV57,217,0.1283605772603885
LV57,217,3.229286168977719
LV57,217,0.00036528899003117484
LV57,217,0.8014157955920717
LV57,217,-1.2056301365605824
LV57,217,-0.6053741618012518
LV57,217,-1.3244085175266862
LV57,217,-0.6980219072247252
LV57,217,-0.4966473491994611
LV57,217,0.07703995477374409
LV57,217,-0.01589122089249788
LV57,217,1.0795176821891173
LV57,217,0.26419070562940916
LV57,217,0.39440084660522695
LV57,217,1.2212864960808119
